ФИО,Группа крови,Любимая еда,Наличие публикаций,Наличие золотой медали,Участие в олимпиадах НИУ ВШЭ,Мотивационное письмо,Мечта,Участие в подготовительных курсах НИУ ВШЭ,Частота прогулок,Участие во всероссийских олимпиадах,Хобби,Средний балл ЕГЭ,Участие в волонтерской деятельности,Средний балл аттестата,Любимый цвет,Наличие питомца,Target
Волков Антон Николаевич,III,Пицца,Нет,-,Да,0,Путешествия,Да,Редко,Нет,Музыка,52,Нет,4.66310154956814,Желтый,Да,0
Козлов Максим Артурович,III,Бургер,Да,Да,Да,2,Карьерный рост,Да,Ежедневно,Да,Кино,47,-,4.28108499192452,Черный,Да,1
Смирнов Олег Иванович,III,Суши,Нет,-,Да,0,Наука,Нет,Несколько раз в неделю,Да,Спортивные игры,59,Да,4.5038845186688015,Желтый,Нет,1
Романов Юрий Вячеславович,II,Роллы,Нет,Да,-,3,Путешествия,Нет,Редко,Да,Спортивные игры,47,Нет,4.862947423345405,Черный,Да,1
Михайлов Виктор Максимович,I,Суши,Нет,Нет,Нет,4,Бизнес,Нет,Несколько раз в неделю,Да,Кино,72,Да,4.539347946448892,Черный,Да,0
Лебедева Татьяна Юрьевна,I,Пицца,Нет,Да,Нет,3,Карьерный рост,Да,Несколько раз в неделю,Нет,Кино,52,Нет,4.871399204684891,Желтый,Нет,0
Кузнецова Виктория Павловна,II,Пицца,Нет,Нет,Нет,4,Карьерный рост,-,Редко,Да,Чтение,90,Да,4.390576166898812,Зеленый,Да,1
Смирнов Алексей Алексеевич,IV,Бургер,Да,Нет,Да,3,Наука,Да,Несколько раз в неделю,Да,Кино,56,Да,4.232562579375577,Желтый,Нет,1
Федорова Людмила Николаевна,I,Салат,Нет,Да,Да,4,Бизнес,Да,Ежедневно,Да,Спортивные игры,42,Да,4.788521814766622,Желтый,Да,1
Федоров Сергей Николаевич,IV,Роллы,Нет,Нет,Нет,2,Бизнес,Нет,Редко,-,Туризм,69,-,4.9111727228930135,Красный,Да,0
Волкова Юлия Артуровна,III,Роллы,Нет,Нет,Нет,5,Семья,Нет,Редко,Да,Туризм,50,Нет,4.143473467322753,Черный,Да,0
Лебедева Ирина Алексеевна,II,Пицца,Нет,Нет,Нет,5,Наука,Да,Ежедневно,Нет,Чтение,60,Да,4.139443928898561,Желтый,Да,0
Федоров Павел Вячеславович,I,Роллы,-,Да,Да,2,Наука,-,Несколько раз в неделю,Да,Спортивные игры,89,Нет,4.941808735981483,Черный,Нет,1
Соловьев Сергей Егорович,I,Роллы,Нет,Да,Нет,0,Бизнес,Да,Ежедневно,Нет,Музыка,93,Да,4.917452241635253,Зеленый,Нет,0
Петрова Виктория Владимировна,II,Бургер,Да,-,Да,3,Путешествия,Да,Редко,Нет,Музыка,66,Нет,4.986521439354649,Зеленый,Нет,1
Козлова Елена Романовна,II,Пицца,Нет,Да,Да,0,Путешествия,Да,Несколько раз в неделю,Нет,Кино,94,Нет,4.9060606757982095,Синий,Да,1
Волкова Людмила Сергеевна,IV,Суши,Нет,Нет,Нет,5,Путешествия,Да,Редко,Нет,Туризм,47,Нет,4.271004787976936,Желтый,Да,0
Иванов Вячеслав Владимирович,II,Бургер,-,Нет,Нет,0,Карьерный рост,Нет,Несколько раз в неделю,-,Кино,70,Нет,4.188739353944319,Желтый,Да,0
Смирнов Максим Павлович,I,Пицца,Нет,Нет,Да,1,Наука,Да,Несколько раз в неделю,Да,Чтение,81,Нет,4.585931075199983,Красный,Да,1
Иванов Илья Алексеевич,II,Пицца,Нет,Нет,Да,5,Путешествия,Нет,Редко,-,Музыка,84,Нет,4.840104142579467,Черный,Да,1
Смирнова Полина Ильинична,IV,Роллы,Да,Нет,Да,2,Путешествия,Да,Несколько раз в неделю,Да,Музыка,81,Нет,4.7320198082573794,Черный,Да,1
Федорова Юлия Ильинична,II,Роллы,Нет,Да,Да,0,Путешествия,Нет,Несколько раз в неделю,Да,Спортивные игры,99,Да,4.926284960231473,Черный,Да,1
Соколова Алиса Алексеевна,I,Салат,Да,-,Нет,2,Путешествия,Нет,Несколько раз в неделю,Нет,Кино,88,Да,4.158517773319577,Зеленый,Нет,0
Сидорова Зоя Павловна,II,Бургер,Нет,Нет,Да,1,Наука,Нет,Редко,Да,Туризм,94,-,4.740815836662577,Красный,Нет,1
Михайлов Владимир Артурович,III,Суши,Нет,Нет,Да,5,Карьерный рост,Да,Ежедневно,Нет,Музыка,89,Нет,4.434689829298426,Синий,Нет,1
Кузнецова Вероника Егоровна,I,Пицца,Нет,-,Да,5,Путешествия,Нет,Редко,Нет,Музыка,53,Нет,4.382464233119912,Синий,Да,0
Григорьев Виктор Романович,III,Роллы,Нет,Да,Нет,1,Бизнес,Да,Редко,-,Туризм,68,Да,4.273012516252282,Желтый,Нет,0
Иванов Артур Павлович,IV,Бургер,Да,Да,Нет,3,Бизнес,Да,Несколько раз в неделю,-,Кино,86,Да,4.305093721034544,Черный,Нет,1
Кузнецов Иван Николаевич,III,Роллы,Нет,Да,Да,4,Наука,Да,Несколько раз в неделю,Да,Музыка,83,Да,4.175965318361915,Желтый,Нет,1
Григорьева Ксения Павловна,III,Суши,Да,Нет,Нет,2,Путешествия,Нет,Ежедневно,Нет,Туризм,60,Нет,4.767917498518418,Черный,Нет,0
Сидоров Максим Иванович,III,Роллы,Нет,Да,Нет,4,Семья,Да,Несколько раз в неделю,Да,Кино,57,Нет,4.529188558269524,Красный,Да,1
Григорьев Вячеслав Юрьевич,IV,Суши,-,Да,Нет,3,Наука,Нет,Редко,Да,Кино,64,Нет,4.809155785252228,Красный,Да,0
Иванов Антон Андреевич,III,Суши,Нет,Нет,Да,3,Карьерный рост,Нет,Несколько раз в неделю,Да,Туризм,64,Нет,4.0035072650510655,Черный,Нет,1
Борисов Роман Сергеевич,I,Роллы,Да,Нет,Нет,2,Путешествия,Да,Редко,Нет,Чтение,48,Нет,4.492591135431376,Синий,Да,0
Борисова Мария Павловна,II,Салат,Да,-,Нет,2,Путешествия,Да,Несколько раз в неделю,Нет,Туризм,72,Да,4.684106282714224,Красный,Нет,0
Зайцев Вячеслав Андреевич,IV,Бургер,Да,Да,-,0,Карьерный рост,Да,Несколько раз в неделю,Нет,Спортивные игры,73,Нет,4.817759772719477,Красный,Нет,1
Волков Илья Павлович,IV,Бургер,Да,Нет,Да,0,Бизнес,Да,Несколько раз в неделю,Нет,Кино,70,Да,4.180835741784138,Красный,Да,1
Козлова Дарья Олеговна,III,Бургер,-,Нет,-,4,Карьерный рост,Нет,Несколько раз в неделю,Да,Чтение,63,Нет,4.701295624623865,Желтый,Да,1
Соловьева Зоя Максимовна,II,Бургер,Да,-,Нет,4,Бизнес,Нет,Ежедневно,Да,Туризм,57,Нет,4.5949903093197895,Зеленый,Да,0
Новикова Елена Андреевна,II,Пицца,Да,Нет,Да,0,Семья,Да,Несколько раз в неделю,-,Туризм,53,Нет,4.7655403892533545,Зеленый,Да,1
Зайцев Артур Максимович,II,Бургер,Да,Нет,Нет,3,Бизнес,Да,Редко,Нет,Чтение,75,Да,4.227212555229095,Синий,Да,0
Соловьева Зоя Ильинична,III,Бургер,Да,Нет,Нет,4,Семья,Да,Редко,-,Музыка,92,Нет,4.769563050137382,Зеленый,Да,1
Козлов Артур Егорович,III,Роллы,Да,Да,Нет,5,Наука,Нет,Ежедневно,Да,Музыка,75,Нет,4.436028367547086,Желтый,Нет,1
Сидорова Надежда Ильинична,II,Бургер,-,-,Да,4,Карьерный рост,Да,Несколько раз в неделю,Нет,Кино,88,Да,4.786677729325119,Красный,Да,1
Лебедева Светлана Алексеевна,II,Бургер,Нет,Да,Да,1,Путешествия,Да,Редко,Да,Туризм,67,Да,4.969672860687329,Красный,Да,1
Григорьева Зоя Викторовна,III,Роллы,Да,-,Да,4,Путешествия,Да,Несколько раз в неделю,Нет,Чтение,88,Да,4.457146195673669,Зеленый,Нет,1
Михайлов Илья Юрьевич,IV,Салат,Нет,-,Нет,3,Путешествия,Нет,Несколько раз в неделю,Да,Спортивные игры,62,Да,4.6001049942364665,Желтый,Да,0
Федорова Алёна Владимировна,II,Роллы,Нет,Да,Да,3,Путешествия,Да,Редко,Да,Туризм,75,Да,4.994978078926396,Черный,Нет,1
Кузнецов Павел Вячеславович,IV,Роллы,-,Да,Да,5,Бизнес,-,Редко,Да,Спортивные игры,97,Нет,4.169978578721971,Синий,Да,1
Соловьев Артур Константинович,I,Бургер,Да,Да,Нет,0,Семья,-,Редко,-,Музыка,91,Нет,4.096868587828335,Зеленый,Да,1
Петров Владимир Сергеевич,IV,Пицца,Нет,-,Нет,1,Путешествия,Да,Редко,Да,Туризм,67,Да,4.850792729514041,Желтый,Да,0
Попов Артур Романович,II,Салат,Нет,Нет,Да,5,Карьерный рост,Нет,Несколько раз в неделю,Нет,Спортивные игры,85,Нет,4.219302397757032,Зеленый,Нет,0
Волков Дмитрий Николаевич,III,Бургер,Нет,Нет,-,5,Семья,Нет,Ежедневно,Да,Кино,95,Нет,4.813141260499001,Желтый,Да,0
Соловьева Ксения Алексеевна,III,Салат,Да,Да,Нет,2,Наука,Нет,Редко,Нет,Туризм,51,Да,4.389569763718866,Красный,Нет,0
Зайцева Татьяна Романовна,I,Бургер,Нет,-,Да,3,Семья,Нет,Несколько раз в неделю,Да,Чтение,49,Да,4.70668709520245,Зеленый,Да,1
Михайлова Полина Олеговна,III,Пицца,Нет,Да,Нет,5,Наука,Нет,Несколько раз в неделю,Да,Музыка,63,Да,4.2382478009249525,Красный,Да,0
Иванова Екатерина Максимовна,I,Пицца,Нет,Да,Нет,4,Семья,Нет,Несколько раз в неделю,Да,Кино,60,-,4.834619980949012,Желтый,Нет,0
